log name,loss,perplexity,bits per word,trainable paramters,total paramters
log_stats_model_1000068_2020-04-21_07-34-55_999933269.json,5.107362618,165.2339945,7.36836672,10054800,10054800
log_stats_model_1007739_2020-04-13_14-05-58_999991092.json,6.221458065,503.4367405,8.975666697,11016400,11016400
log_stats_model_1006689_2020-04-14_13-31-25_999901736.json,4.609327298,100.4165765,6.649853634,10094800,10094800
log_stats_model_1007241_2020-04-18_22-25-53_999937958.json,4.866743958,129.8972766,7.021227374,16179600,16179600
log_stats_model_1010520_2020-04-23_10-03-55_999904639.json,nan,nan,nan,10094800,10094800
log_stats_model_1010173_2020-04-11_17-03-53_999960895.json,4.924823354,137.6650215,7.105018229,11014800,11014800
log_stats_model_1003301_2020-04-12_23-23-39_999955214.json,6.463538309,641.326257,9.324914665,9254800,9254800
log_stats_model_1003754_2020-04-21_02-22-13_999994370.json,4.818170344,123.7384847,6.951150461,10976400,10976400
log_stats_model_1005550_2020-04-16_18-16-41_999919518.json,4.730455713,113.3472044,6.824604999,9214800,9214800
log_stats_model_1011764_2020-04-18_01-08-28_999933007.json,4.806110271,122.255152,6.933751454,11016400,11016400
log_stats_model_1013151_2020-04-19_08-46-25_999921879.json,4.712653299,111.3472057,6.798921544,15339600,15339600
log_stats_model_1006923_2020-04-18_23-33-32_999988466.json,nan,nan,nan,7493200,7493200
log_stats_model_1007937_2020-04-19_05-59-07_999900591.json,4.613727458,100.8593991,6.656201724,10094800,10094800
log_stats_model_1003587_2020-04-14_23-00-33_999940989.json,5.222331519,185.3658647,7.534231785,9174800,9174800
log_stats_model_1010700_2020-04-11_04-38-13_999946780.json,4.736861738,114.0756401,6.833846939,10976400,10976400
log_stats_model_1005111_2020-04-15_15-26-42_999911035.json,4.770596699,117.9896252,6.882516199,7453200,7453200
log_stats_model_1012981_2020-04-18_21-16-14_999975931.json,4.703892087,110.3759303,6.786281787,13658000,13658000
log_stats_model_1006365_2020-04-15_01-14-25_999956212.json,4.654374502,105.043495,6.714843013,10974800,10974800
log_stats_model_1007907_2020-04-15_03-35-59_999919007.json,nan,nan,nan,7493200,7493200
log_stats_model_1003292_2020-04-20_07-38-12_999990340.json,4.827160289,124.8559021,6.96412021,12738000,12738000
log_stats_model_1002381_2020-04-16_14-05-57_999939362.json,nan,nan,nan,5731600,5731600
log_stats_model_1011950_2020-04-19_04-45-37_999962250.json,5.00444253,149.0739557,7.21988442,7493200,7493200
log_stats_model_1007676_2020-04-21_06-14-22_999942097.json,nan,nan,nan,10094800,10094800
log_stats_model_1000178_2020-04-21_00-20-57_999996636.json,4.699252527,109.8650206,6.779588316,7453200,7453200
log_stats_model_1012184_2020-04-10_18-40-49_999934548.json,5.019973903,151.4073525,7.242291455,10976400,10976400
log_stats_model_1013541_2020-04-22_23-20-47_999940717.json,4.746584105,115.1901343,6.84787335,15419600,15419600
log_stats_model_1007323_2020-04-11_05-56-17_999960257.json,4.653230241,104.9233665,6.713192193,10094800,10094800
log_stats_model_1010684_2020-04-22_19-58-35_999927247.json,4.830148641,125.2295736,6.968431492,10094800,10094800
log_stats_model_1011700_2020-04-21_10-22-40_999979750.json,6.322737314,557.0958536,9.121781768,8373200,8373200
log_stats_model_1007886_2020-04-17_08-24-13_999939441.json,4.934544832,139.0098553,7.119043358,11016400,11016400
log_stats_model_1010383_2020-04-23_03-01-45_999945546.json,6.325547894,558.6638185,9.125836578,9214800,9214800
log_stats_model_1008089_2020-04-23_18-28-34_999970487.json,4.900015822,134.2919044,7.069228526,9214800,9214800
log_stats_model_1005058_2020-04-17_09-36-46_999956655.json,5.838125284,343.1354559,8.422634396,7453200,7453200
log_stats_model_1013770_2020-04-11_18-01-21_999957339.json,4.790542751,120.36668,6.91129227,18781200,18781200
log_stats_model_1010231_2020-04-20_03-28-46_999983708.json,4.82375269,124.4311673,6.959204085,9214800,9214800
log_stats_model_1011703_2020-04-15_22-58-14_999909808.json,5.542582392,255.3365277,7.99625613,8373200,8373200
log_stats_model_1009161_2020-04-20_23-31-19_999913348.json,4.966212893,143.4824737,7.164730713,11016400,11016400
log_stats_model_1000340_2020-04-16_01-18-09_999965188.json,4.859697657,128.9851984,7.01106171,9214800,9214800
log_stats_model_1002699_2020-04-13_18-30-49_999964804.json,4.758159452,116.5312471,6.864573046,10094800,10094800
log_stats_model_1005646_2020-04-13_07-28-51_999986148.json,4.721168888,112.2994415,6.811206943,10976400,10976400
log_stats_model_1000369_2020-04-16_19-17-03_999905461.json,5.130703528,169.1360681,7.402040536,9214800,9214800
log_stats_model_1010064_2020-04-15_03-56-39_999992684.json,6.482610314,653.675018,9.352429752,13578000,13578000
log_stats_model_1002881_2020-04-19_04-56-44_999982893.json,4.746170192,115.1424655,6.847276199,10054800,10054800
log_stats_model_1009015_2020-04-14_18-12-06_999949208.json,4.884894214,132.2764715,7.047412657,12698000,12698000
log_stats_model_1005194_2020-04-20_07-29-18_999901353.json,4.793033341,120.6668377,6.914885431,10054800,10054800
log_stats_model_1010170_2020-04-19_09-55-44_999943864.json,5.335186116,207.5113663,7.697046551,13618000,13618000
log_stats_model_1001846_2020-04-16_07-51-22_999993022.json,4.905611501,135.0454652,7.077301385,11856400,11856400
log_stats_model_1012374_2020-04-24_16-58-28_999927834.json,nan,nan,nan,10134800,10134800
log_stats_model_1006224_2020-04-19_16-12-34_999980116.json,4.717573147,111.8963669,6.806019385,9214800,9214800
log_stats_model_1001532_2020-04-16_19-41-54_999976372.json,4.886570014,132.4983263,7.049830326,9214800,9214800
log_stats_model_1013187_2020-04-22_22-18-41_999954044.json,5.04207337,154.7906208,7.274174247,11856400,11856400
log_stats_model_1008208_2020-04-20_00-15-44_999952764.json,6.197115111,491.3295634,8.940547239,11016400,11016400
log_stats_model_1008671_2020-04-14_20-04-06_999934523.json,4.864469362,129.6021485,7.017945824,9174800,9174800
log_stats_model_1009508_2020-04-17_19-27-18_999904986.json,4.851185623,127.8919316,6.99878144,10094800,10094800
log_stats_model_1004692_2020-04-14_00-13-39_999977696.json,5.22004596,184.9426839,7.53093442,15298000,15298000
log_stats_model_1011780_2020-04-15_20-30-18_999968077.json,4.646248234,104.1933423,6.703119286,10936400,10936400
log_stats_model_1012424_2020-04-16_11-21-37_999914554.json,nan,nan,nan,12778000,12778000
log_stats_model_1006674_2020-04-14_09-03-16_999990326.json,4.662316776,105.881101,6.726301292,10934800,10934800
log_stats_model_1006586_2020-04-21_20-13-11_999941093.json,4.663532739,106.0099268,6.728055555,12698000,12698000
log_stats_model_1002298_2020-04-20_15-41-08_999931084.json,4.935359622,139.1231652,7.120218851,10936400,10936400
log_stats_model_1013864_2020-04-17_12-52-04_999903528.json,6.357513724,576.8104621,9.171953522,11856400,11856400
log_stats_model_1010381_2020-04-20_23-36-07_999974480.json,4.694796368,109.3765338,6.773159438,9214800,9214800
log_stats_model_1009146_2020-04-23_23-21-24_999932888.json,nan,nan,nan,10974800,10974800
log_stats_model_1003647_2020-04-17_05-55-27_999903240.json,4.842897286,126.8363009,6.986823897,10054800,10054800
log_stats_model_1006234_2020-04-16_01-44-37_999967866.json,4.754878368,116.1495248,6.859839442,10976400,10976400
log_stats_model_1012192_2020-04-17_06-04-16_999943756.json,nan,nan,nan,8373200,8373200
log_stats_model_1008053_2020-04-15_16-59-49_999950854.json,4.675565257,107.2931981,6.745414809,15338000,15338000
log_stats_model_1012365_2020-04-14_13-53-07_999934780.json,4.906980348,135.2304483,7.079276214,9214800,9214800
log_stats_model_1012751_2020-04-20_16-52-42_999927006.json,5.045662,155.347105,7.279351546,17981200,17981200
log_stats_model_1005569_2020-04-16_08-03-54_999983891.json,4.783401341,119.5101543,6.900989393,7493200,7493200
log_stats_model_1010354_2020-04-24_23-38-59_999941882.json,4.787924757,120.051973,6.907515303,11016400,11016400
log_stats_model_1000124_2020-04-15_11-20-08_999914188.json,4.887186587,132.5800465,7.050719854,9214800,9214800
log_stats_model_1002087_2020-04-23_20-15-08_999925044.json,4.847019233,127.3601924,6.99277061,12778000,12778000
log_stats_model_1001461_2020-04-10_18-55-26_999978630.json,5.109656473,165.6134524,7.371676054,7453200,7453200
log_stats_model_1002561_2020-04-14_03-36-18_999973495.json,5.228249559,186.4661198,7.542769711,10936400,10936400
log_stats_model_1010744_2020-04-18_09-24-15_999931367.json,4.934435206,138.994617,7.118885201,13618000,13618000
log_stats_model_1005911_2020-04-16_11-13-33_999961484.json,4.706120167,110.6221308,6.789496227,7493200,7493200
log_stats_model_1000104_2020-04-24_17-01-30_999992652.json,4.929912382,138.3673883,7.112360145,9214800,9214800
log_stats_model_1009063_2020-04-15_03-00-21_999980034.json,4.662016045,105.849264,6.725867428,8333200,8333200
log_stats_model_1012075_2020-04-22_16-48-21_999989610.json,4.82031013,124.003542,6.95423752,12696400,12696400
log_stats_model_1007510_2020-04-18_23-42-24_999900441.json,4.719118581,112.069429,6.808248975,11856400,11856400
log_stats_model_1012881_2020-04-19_02-07-08_999900860.json,5.135297164,169.914805,7.408667752,11896400,11896400
log_stats_model_1008078_2020-04-17_14-18-08_999997679.json,5.095499279,163.2853493,7.351251541,10134800,10134800
log_stats_model_1009907_2020-04-15_01-14-26_999997932.json,nan,nan,nan,7493200,7493200
log_stats_model_1001654_2020-04-19_03-00-38_999987025.json,6.480990808,652.6172444,9.350093299,9254800,9254800
log_stats_model_1003450_2020-04-21_19-26-58_999965872.json,5.229671738,186.7314965,7.544821481,7453200,7453200
log_stats_model_1006268_2020-04-16_05-59-14_999955961.json,4.631760088,102.6946568,6.68221731,10976400,10976400
log_stats_model_1013033_2020-04-17_19-22-18_999936385.json,5.163457482,174.7676682,7.449294503,11896400,11896400
log_stats_model_1000057_2020-04-18_05-34-50_999923644.json,4.692743394,109.152217,6.770197623,7453200,7453200
log_stats_model_1008873_2020-04-17_18-37-46_999991236.json,nan,nan,nan,7453200,7453200
log_stats_model_1010797_2020-04-13_21-02-38_999937172.json,nan,nan,nan,9214800,9214800
log_stats_model_1008294_2020-04-20_00-31-15_999995021.json,5.096119112,163.3865903,7.352145771,11896400,11896400
log_stats_model_1010430_2020-04-14_17-06-06_999900034.json,4.620695836,101.5646799,6.666254969,10094800,10094800
log_stats_model_1003349_2020-04-19_18-49-15_999913491.json,5.219059324,184.7603027,7.529511005,9174800,9174800
log_stats_model_1007947_2020-04-21_05-50-49_999964689.json,4.791874265,120.5270568,6.913213239,9254800,9254800
log_stats_model_1009483_2020-04-16_03-02-26_999931787.json,6.350241059,572.6307303,9.161461285,13578000,13578000
log_stats_model_1004163_2020-04-21_07-14-54_999984871.json,4.830785362,125.3093353,6.969350086,10054800,10054800
log_stats_model_1006965_2020-04-21_11-44-35_999953627.json,4.974016208,144.6064924,7.175988517,8333200,8333200
log_stats_model_1004471_2020-04-16_04-17-49_999901863.json,4.756789717,116.3717393,6.862596935,11816400,11816400
log_stats_model_1008623_2020-04-15_23-50-28_999943986.json,5.247793846,190.1463133,7.570966157,11856400,11856400
log_stats_model_1002327_2020-04-14_00-14-15_999970866.json,6.471402363,646.3895643,9.336260096,7493200,7493200
log_stats_model_1011290_2020-04-17_02-27-56_999938156.json,4.6905085,108.9085457,6.766973352,11816400,11816400
log_stats_model_1011162_2020-04-13_18-41-57_999971829.json,4.775767799,118.6013416,6.889976519,10094800,10094800
log_stats_model_1010387_2020-04-11_16-47-03_999933450.json,6.319501858,555.2963073,9.117113992,8373200,8373200
log_stats_model_1001698_2020-04-21_20-42-35_999929139.json,4.685530283,108.3677226,6.759791303,8333200,8333200
log_stats_model_1013816_2020-04-17_09-51-59_999917610.json,4.978237115,145.218153,7.182077998,10134800,10134800
log_stats_model_1012975_2020-04-23_09-11-57_999966526.json,6.22387399,504.6544766,8.979152141,15378000,15378000
log_stats_model_1011174_2020-04-17_07-51-54_999920801.json,nan,nan,nan,7453200,7453200
log_stats_model_1005527_2020-04-17_12-35-37_999922374.json,4.715860608,111.7049039,6.803548712,15379600,15379600
log_stats_model_1006949_2020-04-19_19-40-15_999954178.json,6.438498488,625.4669481,9.288789839,11896400,11896400
log_stats_model_1003857_2020-04-14_19-13-43_999982517.json,4.839339766,126.3858799,6.981691481,7453200,7453200
log_stats_model_1005736_2020-04-13_02-20-56_999995222.json,4.907342114,135.2793791,7.079798133,5731600,5731600
log_stats_model_1009220_2020-04-22_06-27-39_999919498.json,6.440145252,626.4977931,9.291165617,7493200,7493200
log_stats_model_1013153_2020-04-18_19-56-58_999923863.json,nan,nan,nan,8373200,8373200
log_stats_model_1013952_2020-04-14_03-56-36_999947400.json,4.875669609,131.0618841,7.034104366,10976400,10976400
log_stats_model_1005321_2020-04-15_09-57-08_999989756.json,5.113368951,166.2294314,7.377032028,9214800,9214800
log_stats_model_1004025_2020-04-22_09-34-08_999902012.json,5.065826712,158.5114313,7.308443076,12736400,12736400
log_stats_model_1013687_2020-04-17_12-42-44_999984542.json,nan,nan,nan,9254800,9254800
log_stats_model_1001648_2020-04-21_20-01-30_999935661.json,4.956421195,142.0843925,7.150604278,11816400,11816400
log_stats_model_1001201_2020-04-13_23-39-35_999904076.json,nan,nan,nan,5731600,5731600
log_stats_model_1010245_2020-04-22_05-07-46_999957161.json,4.771362008,118.0799584,6.883620308,12738000,12738000
log_stats_model_1013905_2020-04-15_07-30-23_999963521.json,4.952392578,141.5131404,7.144792213,10094800,10094800
log_stats_model_1002202_2020-04-18_04-28-01_999978536.json,4.782557219,119.4093157,6.899771583,10054800,10054800
log_stats_model_1006696_2020-04-21_08-52-05_999925551.json,4.772652043,118.2323839,6.885481434,14458000,14458000
log_stats_model_1002666_2020-04-21_09-38-11_999966462.json,4.750501318,115.6422435,6.853524693,9214800,9214800
log_stats_model_1000452_2020-04-14_18-35-08_999929785.json,4.645464851,104.111751,6.701989103,7453200,7453200
log_stats_model_1009335_2020-04-20_10-16-04_999928936.json,6.436429811,624.1743964,9.285805369,11816400,11816400
log_stats_model_1007768_2020-04-17_17-23-47_999978583.json,4.908444599,135.4286047,7.081388682,13578000,13578000
log_stats_model_1009087_2020-04-22_01-55-45_999924839.json,6.463726155,641.4467389,9.325185669,11016400,11016400
log_stats_model_1002289_2020-04-16_23-37-00_999953220.json,4.893427284,133.4100255,7.059723276,7453200,7453200
log_stats_model_1011072_2020-04-17_01-50-05_999953417.json,6.468214313,644.3321234,9.331660712,14498000,14498000
log_stats_model_1006072_2020-04-20_15-18-27_999904243.json,4.728355926,113.1094491,6.821575646,15379600,15379600
log_stats_model_1010753_2020-04-18_04-47-12_999953623.json,nan,nan,nan,11816400,11816400
log_stats_model_1013769_2020-04-19_01-33-32_999994334.json,4.756299658,116.3147243,6.861889929,13658000,13658000
log_stats_model_1012480_2020-04-14_22-50-09_999987985.json,4.653583416,104.9604293,6.713701716,11896400,11896400
log_stats_model_1013185_2020-04-20_21-01-50_999916588.json,nan,nan,nan,11016400,11016400
log_stats_model_1008768_2020-04-14_08-30-58_999973426.json,nan,nan,nan,10134800,10134800
log_stats_model_1001550_2020-04-15_03-29-28_999906794.json,4.720626683,112.2385686,6.810424705,9214800,9214800
log_stats_model_1008868_2020-04-14_05-24-06_999956031.json,4.879994216,131.6299026,7.040343456,12696400,12696400
log_stats_model_1000155_2020-04-22_01-19-42_999918748.json,4.874472905,130.9051356,7.032377887,9214800,9214800
log_stats_model_1009131_2020-04-15_13-25-30_999936532.json,5.201488902,181.5423396,7.504162245,8333200,8333200
log_stats_model_1010772_2020-04-20_21-18-25_999997447.json,5.026567478,152.4089666,7.251803973,11016400,11016400
log_stats_model_1009086_2020-04-16_08-28-43_999972962.json,5.017124213,150.9765026,7.238180222,10134800,10134800
log_stats_model_1010844_2020-04-23_04-08-38_999968904.json,nan,nan,nan,7453200,7453200
log_stats_model_1002206_2020-04-18_11-48-51_999914856.json,4.898706232,134.1161523,7.067339188,10094800,10094800
log_stats_model_1009475_2020-04-15_08-07-04_999966137.json,4.744145958,114.909626,6.844355847,11014800,11014800
log_stats_model_1007491_2020-04-24_17-28-57_999913686.json,5.230384012,186.8645479,7.545849076,9214800,9214800
log_stats_model_1002295_2020-04-22_07-46-56_999986901.json,nan,nan,nan,5731600,5731600
log_stats_model_1004781_2020-04-23_05-56-41_999925133.json,4.697822052,109.7079738,6.777524578,7453200,7453200
log_stats_model_1009186_2020-04-11_04-07-44_999909711.json,nan,nan,nan,17059600,17059600
log_stats_model_1001687_2020-04-14_05-29-12_999986948.json,4.842455521,126.7802815,6.986186566,7453200,7453200
log_stats_model_1008507_2020-04-24_02-50-18_999934494.json,4.811110117,122.8679396,6.940964707,7493200,7493200
log_stats_model_1010153_2020-04-24_04-59-22_999921072.json,4.703261292,110.3063276,6.785371742,10974800,10974800
log_stats_model_1010018_2020-04-20_09-17-29_999996416.json,5.072124,159.5127729,7.317528141,7493200,7493200
log_stats_model_1007822_2020-04-23_20-01-32_999996937.json,4.694969992,109.3955259,6.773409925,10974800,10974800
log_stats_model_1002044_2020-04-14_06-45-44_999947726.json,4.801657667,121.7120084,6.927327705,14378000,14378000
log_stats_model_1008983_2020-04-14_14-58-57_999955172.json,5.083456391,161.3307154,7.333877326,12738000,12738000
log_stats_model_1006108_2020-04-20_13-52-16_999910320.json,6.320749227,555.9893989,9.118913565,9214800,9214800
log_stats_model_1005348_2020-04-23_05-07-29_999933092.json,4.805522141,122.1832713,6.932902962,9214800,9214800
log_stats_model_1006318_2020-04-18_04-03-42_999996546.json,5.230178981,186.8262389,7.545553279,7493200,7493200
log_stats_model_1012047_2020-04-21_20-53-53_999939002.json,nan,nan,nan,10976400,10976400
log_stats_model_1006299_2020-04-13_07-26-04_999997493.json,4.681616329,107.9444054,6.754144662,12736400,12736400
log_stats_model_1006078_2020-04-13_22-27-22_999906129.json,5.102491657,164.4311031,7.361339409,10134800,10134800
log_stats_model_1011061_2020-04-16_21-55-03_999902182.json,5.21797432,184.5599458,7.527945675,9214800,9214800
log_stats_model_1001952_2020-04-24_08-48-20_999981778.json,6.474993956,648.7153066,9.34144167,7493200,7493200
log_stats_model_1012000_2020-04-16_14-13-13_999941444.json,5.270846172,194.5805415,7.604223634,14499600,14499600
log_stats_model_1013148_2020-04-17_22-36-58_999954316.json,4.905771793,135.0671136,7.077532637,9214800,9214800
log_stats_model_1006602_2020-04-20_12-28-21_999945106.json,5.124050103,168.0144694,7.392441673,10936400,10936400
log_stats_model_1010034_2020-04-18_04-43-02_999927067.json,4.902192644,134.5845524,7.072369016,11856400,11856400
log_stats_model_1007013_2020-04-22_04-08-49_999945884.json,4.901420519,134.4806764,7.071255076,14498000,14498000
log_stats_model_1001490_2020-04-22_01-35-26_999977148.json,4.661154145,105.7580719,6.72462397,8333200,8333200
log_stats_model_1006345_2020-04-17_08-34-37_999953365.json,4.750888565,115.6870343,6.854083373,10134800,10134800
log_stats_model_1012329_2020-04-16_06-22-56_999996071.json,4.753409376,115.9790274,6.857720135,10094800,10094800
log_stats_model_1009429_2020-04-20_14-28-26_999966452.json,4.780587502,119.1743446,6.896929882,11896400,11896400
log_stats_model_1012148_2020-04-14_04-26-38_999942303.json,4.64934562,104.5165697,6.70758787,16179600,16179600
log_stats_model_1010985_2020-04-13_06-36-35_999904737.json,4.961268453,142.7747842,7.157597393,17141200,17141200
log_stats_model_1000204_2020-04-16_04-42-44_999973506.json,4.702293026,110.1995734,6.783974829,8333200,8333200
log_stats_model_1009867_2020-04-22_07-13-34_999918295.json,4.947471841,140.8185019,7.13769309,10094800,10094800
log_stats_model_1012892_2020-04-23_22-14-28_999981593.json,6.313983214,552.2402646,9.10915227,11016400,11016400
log_stats_model_1001243_2020-04-21_16-48-26_999942937.json,4.76871646,117.767985,6.879803589,5731600,5731600
log_stats_model_1000689_2020-04-16_12-35-04_999904029.json,5.11593302,166.6562021,7.380731198,7453200,7453200
log_stats_model_1001837_2020-04-15_22-23-00_999911226.json,4.682997324,108.093579,6.756137016,8333200,8333200
log_stats_model_1010824_2020-04-23_07-07-40_999906719.json,4.65682539,105.3012605,6.718378896,13578000,13578000
log_stats_model_1006747_2020-04-18_03-12-17_999942281.json,nan,nan,nan,7493200,7493200
log_stats_model_1002085_2020-04-15_21-55-26_999923382.json,5.162908165,174.6716918,7.448502006,13578000,13578000
log_stats_model_1005809_2020-04-23_05-26-42_999919829.json,5.013936163,150.4959484,7.233580838,12738000,12738000
log_stats_model_1010760_2020-04-18_19-17-10_999915731.json,4.915924961,136.4454582,7.092180563,7493200,7493200
log_stats_model_1002824_2020-04-14_23-55-48_999945485.json,4.903172761,134.7165258,7.073783028,5731600,5731600
log_stats_model_1004778_2020-04-14_15-39-02_999984238.json,4.598420078,99.32726231,6.634117843,9214800,9214800
log_stats_model_1013267_2020-04-19_00-07-24_999986571.json,4.782759287,119.4334469,6.900063105,10094800,10094800
log_stats_model_1005862_2020-04-24_06-30-18_999985967.json,4.785235062,119.7295037,6.903634894,9214800,9214800
log_stats_model_1006416_2020-04-15_04-02-06_999998039.json,nan,nan,nan,11814800,11814800
log_stats_model_1002769_2020-04-17_11-54-24_999909028.json,4.780828087,119.2030197,6.897276973,10976400,10976400
log_stats_model_1009619_2020-04-24_09-04-28_999970640.json,6.511630456,672.9226948,9.394296968,12778000,12778000
log_stats_model_1009715_2020-04-19_08-53-00_999989567.json,4.756616092,116.3515361,6.862346448,7453200,7453200
log_stats_model_1012529_2020-04-15_06-36-19_999919741.json,4.686194559,108.4397326,6.760749651,16259600,16259600
log_stats_model_1006062_2020-04-20_11-21-35_999950558.json,4.84753892,127.4263971,6.993520361,10896400,10896400
log_stats_model_1008038_2020-04-18_18-49-02_999993377.json,nan,nan,nan,10094800,10094800
log_stats_model_1000956_2020-04-16_13-47-44_999975279.json,5.099151908,163.8828605,7.35652117,12698000,12698000
log_stats_model_1001512_2020-04-21_20-36-20_999912217.json,5.018476468,151.1807994,7.240131113,9174800,9174800
log_stats_model_1008197_2020-04-19_07-18-49_999994979.json,4.959190887,142.4784681,7.1546001,9214800,9214800
log_stats_model_1013856_2020-04-17_09-05-47_999902799.json,4.695954258,109.5032532,6.77482992,11896400,11896400
log_stats_model_1002307_2020-04-15_13-06-06_999924817.json,5.045354454,155.299336,7.278907851,9214800,9214800
log_stats_model_1012055_2020-04-22_19-12-45_999982073.json,4.647822112,104.357459,6.705389911,12738000,12738000
log_stats_model_1011178_2020-04-17_09-59-00_999988648.json,4.687510074,108.5824806,6.762647538,10976400,10976400
log_stats_model_1009188_2020-04-18_06-41-22_999932245.json,4.734599289,113.8178416,6.830582915,8373200,8373200
log_stats_model_1006107_2020-04-21_23-27-01_999962788.json,nan,nan,nan,9214800,9214800
log_stats_model_1008702_2020-04-25_00-51-23_999942700.json,4.668882796,106.5786058,6.735774056,8333200,8333200
log_stats_model_1006796_2020-04-20_18-27-02_999948824.json,4.904751972,134.9294396,7.076061347,9214800,9214800
log_stats_model_1008050_2020-04-14_20-38-19_999999777.json,6.457194208,637.2704973,9.315762062,5731600,5731600
log_stats_model_1011917_2020-04-13_11-54-08_999973154.json,4.903640303,134.779526,7.074457547,7453200,7453200
log_stats_model_1004391_2020-04-17_13-58-58_999920679.json,4.899654944,134.2434502,7.06870789,7453200,7453200
log_stats_model_1005341_2020-04-20_10-01-53_999950005.json,5.169910616,175.8991142,7.458604408,10976400,10976400
log_stats_model_1010660_2020-04-14_15-30-42_999972593.json,4.842323081,126.7634918,6.985995495,9214800,9214800
log_stats_model_1002158_2020-04-18_18-13-14_999911056.json,5.186762838,178.8885234,7.482917024,9174800,9174800
log_stats_model_1006360_2020-04-16_21-28-53_999968145.json,4.875301917,131.0137025,7.033573898,10094800,10094800
log_stats_model_1004265_2020-04-14_15-53-06_999937000.json,4.893296325,133.3925554,7.059534342,11816400,11816400
log_stats_model_1008744_2020-04-20_13-07-06_999943048.json,4.939538159,139.7057129,7.126247207,13618000,13618000
log_stats_model_1005601_2020-04-13_10-07-35_999918453.json,4.782449667,119.3964737,6.899616418,7493200,7493200
log_stats_model_1004318_2020-04-23_07-58-12_999904431.json,4.667344177,106.414748,6.733554298,10976400,10976400
log_stats_model_1011727_2020-04-16_01-01-06_999995024.json,4.784717745,119.6675815,6.902888563,8373200,8373200
log_stats_model_1007905_2020-04-18_20-43-29_999915225.json,4.939123654,139.6478161,7.125649201,10976400,10976400
log_stats_model_1004542_2020-04-21_02-13-00_999932054.json,5.109318113,165.5574249,7.371187904,7453200,7453200
log_stats_model_1010887_2020-04-18_18-26-29_999971892.json,4.800661846,121.5908654,6.925891039,16259600,16259600
log_stats_model_1004981_2020-04-21_07-05-51_999909845.json,5.059812675,157.5609985,7.299766655,9214800,9214800
log_stats_model_1005454_2020-04-19_05-40-30_999984379.json,4.779517016,119.0468385,6.895385497,7453200,7453200
log_stats_model_1001134_2020-04-20_15-11-07_999952435.json,4.833062329,125.5949856,6.972635055,12778000,12778000
log_stats_model_1001339_2020-04-15_05-52-27_999948743.json,4.838423053,126.2700734,6.980368944,7453200,7453200
log_stats_model_1008117_2020-04-21_17-51-47_999978036.json,4.880754193,131.7299763,7.04143987,12778000,12778000
log_stats_model_1006533_2020-04-24_09-48-15_999984992.json,5.437347708,229.8317934,7.844434574,10094800,10094800
log_stats_model_1002296_2020-04-24_21-37-57_999954182.json,4.730826665,113.3892585,6.825140169,9214800,9214800
log_stats_model_1012106_2020-04-21_02-42-45_999933864.json,4.729517668,113.2409295,6.823251686,12696400,12696400
log_stats_model_1003039_2020-04-15_23-31-54_999962303.json,5.134876436,169.8433321,7.40806077,7453200,7453200
log_stats_model_1002920_2020-04-23_18-16-57_999935762.json,5.011586013,150.1426757,7.230190288,8333200,8333200
log_stats_model_1010440_2020-04-11_05-58-48_999959853.json,4.897441086,133.946583,7.065513968,11856400,11856400
log_stats_model_1008988_2020-04-17_07-07-45_999994304.json,6.464518427,641.9551405,9.326328676,11016400,11016400
log_stats_model_1002724_2020-04-10_19-01-19_999973967.json,nan,nan,nan,7493200,7493200
log_stats_model_1004210_2020-04-22_12-14-03_999908869.json,4.657008495,105.3205435,6.718643061,7453200,7453200
log_stats_model_1007038_2020-04-20_23-29-37_999951336.json,4.659342349,105.5666333,6.722010101,11856400,11856400
log_stats_model_1011159_2020-04-20_00-53-27_999964855.json,5.027610408,152.5680015,7.253308604,7493200,7493200
log_stats_model_1009537_2020-04-23_23-46-48_999954227.json,4.436921055,84.5143257,6.401124003,9214800,9214800
log_stats_model_1004437_2020-04-16_14-19-21_999916628.json,6.457216133,637.2844697,9.315793693,9254800,9254800
log_stats_model_1011941_2020-04-14_19-09-00_999941557.json,5.019755836,151.3743391,7.241976851,12778000,12778000
log_stats_model_1012960_2020-04-21_15-15-51_999951830.json,4.804516542,122.0604657,6.931452189,13618000,13618000
log_stats_model_1005056_2020-04-15_00-02-18_999959114.json,4.828692094,125.0473035,6.966330137,7453200,7453200
log_stats_model_1005459_2020-04-20_20-51-52_999997849.json,4.71556758,111.672176,6.803125962,9254800,9254800
log_stats_model_1007376_2020-04-15_23-04-52_999945855.json,5.039235532,154.3519727,7.270080111,11016400,11016400
log_stats_model_1001007_2020-04-23_21-30-12_999919042.json,4.967896989,143.7243155,7.16716035,9174800,9174800
log_stats_model_1002440_2020-04-16_19-51-31_999997471.json,nan,nan,nan,7453200,7453200
log_stats_model_1008027_2020-04-17_21-39-49_999967366.json,4.874520015,130.9113026,7.032445852,7493200,7493200
log_stats_model_1001309_2020-04-17_21-09-02_999922813.json,4.864772167,129.6413987,7.01838268,10094800,10094800
log_stats_model_1003177_2020-04-23_01-34-20_999997223.json,4.857837566,128.7454972,7.008378166,10094800,10094800
log_stats_model_1005914_2020-04-20_05-02-17_999912763.json,4.879277794,131.5356338,7.039309877,7493200,7493200
log_stats_model_1006526_2020-04-21_07-11-49_999988248.json,nan,nan,nan,9254800,9254800
